Date,BrentPrice,CPI__USA_M_FGI,D_EU_LIQUIDS,D_NA_LIQUIDS,D_NONOECD_LIQUIDS,D_OECD_LIQUIDS,D_WOR_LIQUIDS,INVCHANGE_WOR_LIQUIDS,IP__EUN_M_FGI,IP__OECD_M_FGI,IP__USA_M_FGI,IP__WOR_M_FGI,IP__XOECD_M_FGI,IP_OECD_M_FGI,IP_USA_M_FGI,IP_WOR_M_FGI,IP_XOECD_M_FGI,P_NA_CRUDE,P_NONOPEC_CRUDE,P_NONOPEC_LIQUIDS,P_OPEC_CRUDE,P_OPEC_LIQUIDS,P_WOR_CRUDE,P_WOR_LIQUIDS,POILBNT_WOR_M_FGI,RMSHORT_EUN_M_FGI,RMSHORT_OECD_M_FGI,RMSHORT_USA_M_FGI,RMSHORT_WOR_M_FGI,RMSHORT_XOECD_M_FGI,RMSPREAD_EUN_M_FGI,RMSPREAD_OECD_M_FGI,RMSPREAD_USA_M_FGI,RMSPREAD_WOR_M_FGI,RMSPREAD_XOECD_M_FGI,RU_OECD_M_FGI,RU_USA_M_FGI,RU_WOR_M_FGI,RU_XOECD_M_FGI,RU_EUN_M_FGI,RX_EUN_M_FGI,RX_OECD_M_FGI,RX_WOR_M_FGI,RX_XOECD_M_FGI
1/1/2015,47.84,-0.200522548,14.07738038,21.4661834,46.99181109,46.01311633,93.00492742,1.862667292,0.69361236,1.141450045,2.932081169,1.856867179,3.146778039,105.7813997,112.0893122,111.1072103,122.2127807,13.34536123,46.62795468,53.33907836,30.55351049,36.88451049,77.18146516,94.82071089,47.84,0.247461316,0.56662728,0.03,3.236018894,7.892792349,0.832000152,1.092710517,1.85,0.521536026,-0.712138392,7.1696877,5.7,7.156847307,7.132677943,10.10335758,112.6314835,109.8302454,113.2835104,119.6079152
2/1/2015,58.09,-0.077650294,14.95397526,21.75969163,48.57473625,47.85601914,96.43075539,-1.647497265,1.167658372,0.944633621,1.739760608,1.574582027,2.707033293,105.8121851,111.8954121,111.1513629,122.2838622,13.56814921,46.75165465,53.56301776,30.32658857,36.65758857,77.07824322,94.84139271,58.09,0.215101493,0.539456357,0.02,3.189788945,7.807913193,0.804709951,1.144659198,1.96,0.609111957,-0.548534899,7.116797572,5.5,7.148688057,7.208667945,10.06123117,114.4853928,110.9121314,114.5848995,121.2999631
3/1/2015,56.05,0.004661451,14.54812665,21.40851173,47.5593723,46.30791767,93.86728997,2.133462036,2.357657727,0.817922225,0.497252153,1.622740995,3.075936161,105.8622384,111.5158901,111.2150518,122.3751967,13.54617138,46.8056996,53.6920587,31.46555561,37.79655561,78.27125521,96.10677728,56.05,0.196263238,0.556558878,0.03,3.20555273,7.772601646,0.726371859,1.154090506,2.01,0.623465289,-0.510139373,7.043425893,5.4,7.08991699,7.177307065,10.01759937,119.2630698,113.0658078,116.3686232,122.4398781
4/1/2015,59.79,-0.114178906,14.736034,21.33481578,48.92282085,45.93634007,94.85916092,1.104581448,0.809900901,0.110304069,-0.112902472,0.991613904,2.570212691,105.4940899,111.0785271,111.1262417,122.8511734,13.30261424,46.40491546,53.38010988,31.42957076,37.76057076,77.83448622,96.0637045,59.79,0.176695514,0.549953986,0.02,3.191544918,7.735483511,0.706530795,1.105173552,1.92,0.590317574,-0.506099985,7.023474934,5.4,7.063660214,7.139183139,9.937600475,119.7593913,112.9804263,115.8492719,121.1666931
5/1/2015,64.35,0.024912174,14.11995827,21.48481159,48.56386238,44.73419049,93.29805287,2.729165153,2.010268429,0.0407126,-0.75713814,0.851439319,2.292230027,105.0701436,110.6772484,110.886885,122.9870526,12.91991532,46.01118833,52.85505304,31.57284779,37.90384779,77.58403612,96.00569094,64.35,0.162300192,0.546269216,0.02,3.091361553,7.521460458,1.126671304,1.401472966,2.18,0.815746109,-0.44691012,7.019901972,5.5,7.064888057,7.149407343,9.872340423,115.8159594,111.5641901,114.8956032,121.0178478
6/1/2015,61.63,0.164536829,15.07156306,21.81485469,49.2709472,46.23159629,95.5025435,1.609264571,2.324077338,0.36494115,-1.400495687,1.348347432,3.099802473,105.5303609,110.3677725,111.5165036,123.9648793,12.98972233,46.15482082,53.08483729,32.18691878,38.51791878,78.3417396,97.11110495,61.63,0.159858275,0.535909023,0.02,3.053157844,7.422549683,1.408301544,1.598305477,2.34,0.970563488,-0.378811936,6.970487958,5.3,7.02917745,7.139415611,9.811415155,115.2541054,111.9890173,115.5540844,122.0884329
7/1/2015,56.48,0.19037671,15.24879011,22.34331826,48.8358736,47.24076404,96.07663764,1.200753019,1.736896023,0.193204368,-0.926042663,1.089680221,2.682726549,105.5827501,110.9220911,111.5549521,123.9745915,13.45248226,46.42494205,53.41403695,32.06511257,38.39611257,78.49005462,97.21665024,56.48,0.162063085,0.528979122,0.03,3.028523621,7.356059985,1.324959696,1.531912238,2.29,0.94536062,-0.311173994,6.884728426,5.2,6.986320208,7.177108489,9.691771765,117.1183505,113.1175887,116.6531512,123.138107
8/1/2015,46.6,0.233924537,14.98130651,22.29945217,49.61376988,46.99498513,96.60875501,0.787660876,2.520579176,0.882853365,-0.868769267,1.723365011,3.213981809,105.6177016,110.9158294,111.6284413,124.1281534,13.5317626,46.49293993,53.43383963,32.02012331,38.35112331,78.51306325,97.32875216,46.6,0.153354346,0.542278272,0.07,2.967599858,7.232648518,1.188533504,1.395376065,2.1,0.936830726,-0.061847483,6.814377042,5.1,6.937905897,7.169865323,9.599191515,115.9031261,113.2479304,117.9851171,126.6288993
9/1/2015,47.61,-0.008000472,15.46928188,21.57262133,49.79223852,46.68892048,96.48115899,0.259276363,1.974597471,-0.051963864,-1.446191299,0.802214886,2.318229584,105.4779168,110.5918136,111.6580043,124.5117109,13.09120604,46.15341698,52.97050689,31.9611858,38.2921858,78.11460278,96.68969629,47.61,0.147681482,0.520124799,0.02,2.961523558,7.214340612,1.205980307,1.423216965,2.15,0.932004175,-0.123461107,6.755411027,5,6.906750378,7.190917816,9.551948667,115.4985978,113.1894488,118.7461065,128.8935101
10/1/2015,48.51,0.12041801,14.94365248,21.42399482,48.93581135,45.95539563,94.89120698,2.321574307,2.737150786,0.485697463,-1.687591809,1.491448767,3.2833175,105.7660914,110.3802958,112.0272939,125.0510766,13.19993663,46.40076637,53.43056365,32.04212716,38.37312716,78.44289353,97.21392476,48.51,0.134147016,0.519664275,0.02,2.951001618,7.1500868,1.089561793,1.328981323,2.05,0.859699552,-0.139806128,6.723135731,5,6.854936213,7.102375498,9.459908678,115.4284701,112.7890554,118.2204021,128.1373025
11/1/2015,44.26,0.436491536,14.53413613,21.24276778,48.35224702,45.60355896,93.95580598,3.311692357,2.145084156,-0.52236189,-3.017350539,0.573763102,2.532225158,105.0263449,109.7350236,111.3899258,124.631177,13.36336786,46.63884164,53.66438488,31.97219449,38.30319449,78.61103613,97.30444342,44.26,0.10678611,0.546585065,0.12,2.960099223,7.116133647,1.138994028,1.405530893,2.14,0.951220921,-0.012858184,6.670341278,5,6.834382505,7.142416322,9.385033775,119.9713144,114.6777517,119.7162353,128.9129153
12/1/2015,38.13,0.658512844,14.90090766,21.41081654,49.47025743,46.98812774,96.45838517,0.409456517,0.689257098,-1.361249172,-3.254192294,-0.189356054,1.909390824,104.6083537,109.2270839,111.2013403,124.929607,13.29268305,46.7575365,53.77147014,32.00682916,38.33782916,78.76436567,97.08532843,38.13,0.073883726,0.584745333,0.23,2.948442161,7.097029331,1.183502315,1.35131293,2.01,0.901306008,-0.071579297,6.665056912,5,6.829033438,7.137073482,9.333542276,119.0386562,114.5226326,120.3710618,131.073751
1/1/2016,30.75,1.359226607,14.00804825,21.30819771,48.53742966,45.67452116,94.21195082,2.353980961,2.721741661,-0.007796091,-2.019224578,0.870970725,2.414970105,105.7731529,109.8259773,112.0749216,125.1641828,13.23847217,46.44155419,53.37392883,32.1646995,38.6276995,78.60625369,96.71447236,30.75,0.05686345,0.592372591,0.26,2.921001044,7.033969185,1.147259386,1.238480457,1.83,0.81962446,-0.090998752,6.591851584,4.9,6.78294567,7.142325563,9.254886364,120.1043655,115.1256046,121.82163,134.1380832
2/1/2016,32.46,0.984759373,15.03284251,21.65336234,49.18138115,47.5493966,96.73077775,-0.37520927,1.138146268,-0.81820717,-2.05212644,0.397786021,2.595849382,104.9464222,109.5991768,111.5935075,125.4581671,13.27477068,46.31929095,53.30676428,31.83245861,38.29545861,78.15174956,96.40830643,32.46,0.020061747,0.608716138,0.31,2.876539759,6.929630792,0.997996353,0.986697474,1.47,0.626068116,-0.159870769,6.599738912,4.9,6.792608706,7.155486616,9.205383046,118.169725,113.9959781,122.2136467,137.4604126
3/1/2016,38.49,0.885210751,14.9710241,21.68846271,49.97270534,46.95025297,96.92295831,-0.899337211,0.258319438,-0.974061939,-2.425136451,0.402838981,2.91297087,104.8310746,108.8114776,111.6630694,125.9399505,13.09777892,45.84972394,53.03200139,31.89155438,38.35455438,77.74127832,96.11545148,38.49,-0.011992669,0.597780502,0.29,2.941986536,7.107568762,0.958887545,1.014671419,1.6,0.611411736,-0.263297856,6.56301392,5,6.795470152,7.232942937,9.120997835,118.0677466,113.1789139,121.0503973,135.6145287
4/1/2016,41.48,1.146057807,15.16575138,21.46402676,49.79542876,46.35101066,96.14643942,-0.394621106,2.081474111,-0.134218178,-1.712840523,0.872664302,2.703064207,105.3524976,109.1759291,112.0960007,126.1719195,12.55713439,44.87556558,52.06985253,31.96234506,38.42534506,76.83791063,95.74024287,41.48,-0.029995057,0.545020321,0.23,2.879772459,7.065810687,0.976414216,1.014867106,1.58,0.636866683,-0.189069191,6.517592684,5,6.776361281,7.263309092,9.061364568,115.8378584,111.6560958,119.6091858,134.3531011
5/1/2016,46.79,1.04309577,14.72075034,21.49895994,49.54786478,45.53456276,95.08242754,0.127804914,0.789352278,-0.340931888,-1.466280159,0.925019568,3.268237174,104.711926,109.0544099,111.9126104,127.0065611,11.86297337,44.23006094,51.48263544,31.9548983,38.4178983,76.18495924,95.20281189,46.79,-0.035826407,0.535008796,0.27,2.879536181,7.079623397,0.990226512,1.015097684,1.54,0.641913899,-0.173419625,6.444158367,4.7,6.791039611,7.443825149,9.00041449,115.9250835,112.0273464,120.1016243,135.0849452
6/1/2016,48.28,1.020558591,15.20678853,21.78341359,50.43178805,46.39464352,96.82643157,-0.647568299,0.771886391,-0.253319393,-0.834481651,1.114248065,3.659177423,105.2630321,109.4467737,112.759074,128.5009742,11.98140914,44.47697536,51.79616092,32.55883757,39.02183757,77.03581293,96.17541679,48.28,-0.048255742,0.51739458,0.27,2.839586708,7.011090763,0.872115886,0.882747039,1.37,0.544198925,-0.197745954,6.501728282,4.9,6.990135407,7.909254872,8.974171166,117.0681363,112.0003852,120.3329083,135.8381638
7/1/2016,45,0.850022701,15.17503974,21.89187867,49.46893942,46.53584551,96.00478493,1.222590935,0.397556583,-0.554877391,-1.241639956,0.633268473,2.840330551,104.9968953,109.5448381,112.2613944,127.4958797,12.50073227,45.2634483,52.57283557,32.69387132,39.15687132,77.95731962,97.30603919,45,-0.078783007,0.521311501,0.3,2.825095905,6.948244064,0.661600397,0.73116226,1.2,0.447092252,-0.173300413,6.458181085,4.9,6.798536298,7.439016691,8.930291989,119.9828018,112.7096619,121.0336237,136.5131792
8/1/2016,45.68,1.084054144,15.67391477,22.43763669,50.67368969,47.99350611,98.66719581,-2.317529,2.089165144,0.182839947,-1.30438402,1.392106303,3.639888923,105.8108129,109.469061,113.1824279,128.6462803,12.75548177,44.6003506,51.67947101,32.5917119,39.0547119,77.19206251,96.40356258,45.68,-0.093578373,0.511049107,0.3,2.801099365,6.909278895,0.605145721,0.752550867,1.26,0.449478018,-0.213440375,6.459804407,4.9,6.808335838,7.464144695,8.860317288,118.6593926,111.7726991,120.2597564,136.081164
9/1/2016,46.69,1.490312338,15.67721521,22.06254485,49.71894199,47.25723897,96.97618096,-0.214572042,1.086879301,-0.124530638,-1.165024692,1.05641606,3.254906171,105.3465645,109.3033916,112.8375774,128.5644502,12.56333162,44.82775098,51.78849363,32.81463118,39.27763118,77.64238216,96.74169132,46.69,-0.111808193,0.498608611,0.29,2.776618446,6.848436517,0.677807263,0.822885232,1.34,0.484067824,-0.255006856,6.450460362,4.9,6.813648446,7.496944709,8.841577066,118.656412,111.9845663,120.5265726,136.4567063
10/1/2016,49.74,1.640929888,15.31296169,21.55776293,49.79881454,46.36805777,96.1668723,1.551656792,0.47750016,-0.096380062,-0.757947973,0.956945702,2.920684965,105.664154,109.5436706,113.0993343,128.7034246,12.80054844,45.54483105,52.72030963,32.97211606,39.43511606,78.51694711,97.69236906,49.74,-0.117470395,0.519516609,0.33,2.800671445,6.848030784,0.817661349,0.927117167,1.43,0.566527596,-0.214203691,6.37475051,4.8,6.776801039,7.533174703,8.728633058,121.5705769,113.2464397,121.4747433,136.7604159
11/1/2016,45.13,1.698907845,15.21352622,21.76013087,49.37071022,47.23008988,96.60080011,1.737517033,2.895541996,1.455419314,-0.354460741,2.518348184,4.498966299,106.5549186,109.346056,114.1951119,130.2382916,13.14489362,46.21473676,53.45207184,33.33802899,39.81102899,79.55276575,98.59159799,45.13,-0.116975114,0.572903506,0.45,2.807398943,6.795467109,1.121257001,1.195029494,1.69,0.777787528,-0.132249894,6.320310024,4.6,6.72587444,7.488614164,8.682501139,123.705392,114.9096398,123.5166724,139.5442794
12/1/2016,53.57,2.091689581,15.09438653,21.99835795,49.90280128,47.86701135,97.76981264,-0.20340911,2.97568353,2.041099305,0.815698727,2.867431856,4.415527045,106.743514,110.1180479,114.389963,130.4459076,12.90443915,45.97971932,52.98775722,33.04004675,39.51304675,79.01976607,97.44864534,53.57,-0.124033014,0.627902703,0.51,2.869210096,6.820991955,1.182353484,1.354723934,1.98,0.870987741,-0.171920841,6.326289574,4.7,6.734054807,7.500579276,8.601475578,126.1365286,116.8673664,125.2147793,140.7071398
1/1/2017,54.58,2.541725114,14.43139097,21.45976364,49.24706499,46.12763811,95.37470309,1.037959309,0.979601932,0.962763482,0.134129348,2.069746486,4.149399727,106.7914982,109.9732861,114.3945883,130.3577451,13.04947168,45.91014294,52.93532751,32.04339425,38.65694725,77.9535372,96.46014627,54.58,-0.135761965,0.641996473,0.52,2.887339022,6.822712552,1.26379583,1.3484578,1.91,0.877302218,-0.133324624,6.280433456,4.8,6.781233964,7.721744382,8.504721239,125.5073344,116.6943588,124.7556224,139.6877043
2/1/2017,55.06,2.754478558,15.2424445,21.74735006,50.58075152,47.83750636,98.41825788,-1.666387963,2.044954129,1.964487572,0.577371812,2.684814159,4.023891341,107.0080816,110.2319715,114.5895858,130.5064674,12.87476341,45.89645076,53.09183232,32.22563704,38.84374248,78.1220878,96.75186992,55.06,-0.131998765,0.687441833,0.53,2.945176413,6.860523458,1.367366813,1.366334348,1.89,0.901190313,-0.089209722,6.226300973,4.7,6.741282832,7.707961893,8.462448818,124.9317734,115.8497047,123.7968366,138.5127402
3/1/2017,51.59,2.824234697,15.10352802,21.55614618,50.79983496,46.94732493,97.74715989,-1.259685965,2.69121029,2.149227245,1.671544608,2.840693836,4.105985227,107.0841326,110.63031,114.8350753,131.1110263,13.00398096,45.84941771,53.03850055,31.97437992,38.59303327,77.82379763,96.48747393,51.59,-0.124516624,0.786015034,0.75,2.997536482,6.808769635,1.362750802,1.303423028,1.73,0.94752694,0.192573823,6.374215809,4.5,7.062283614,8.353403163,8.46892029,124.7711006,115.7645081,123.7327852,138.4898399
4/1/2017,54,2.510558845,15.01745159,21.77594433,50.89644101,46.45249914,97.34894015,-1.048655513,1.482924055,2.202389925,2.017309276,2.854313007,4.064171087,107.6727704,111.3783453,115.2955715,131.2997622,12.75770076,45.46543515,52.72125001,31.93217341,38.5613741,77.39760856,96.30028463,54,-0.102372673,0.808149909,0.79,2.999691394,6.755995224,1.315162782,1.312274832,1.760005481,0.935079515,0.138242744,6.264579105,4.602390074,6.75526923,7.675918851,8.426665409,124.4279314,115.5506857,123.5975307,138.506324
5/1/2017,53,2.464502085,14.8981611,21.88161224,50.84258801,46.14104056,96.98362856,0.214973392,2.663692877,2.986205463,2.507513002,3.256040681,3.743473416,107.8388393,111.7889634,115.5565305,131.761018,13.04563528,45.68862869,53.01297853,32.09010654,38.71985403,77.77873523,97.19860196,53,-0.101576034,0.817730572,0.81,3.003779399,6.745292282,1.349493949,1.342078873,1.785801037,0.979562591,0.214027611,6.256186377,4.565326852,6.74367726,7.658136362,8.409690575,123.408223,115.3435961,123.6533711,139.0682668
6/1/2017,55,2.422675175,15.48105207,21.90766456,51.70553081,46.7377863,98.44331711,-0.166399106,2.296485795,2.660747978,2.435202361,2.760019435,2.929132348,108.0638161,112.1120241,115.8712464,132.2649378,13.53008736,45.98729244,53.46485808,32.49816844,39.12846218,78.48546088,98.27691801,55,-0.099504125,0.875327106,0.9436604,3.048213156,6.748493754,1.393254748,1.323717532,1.693730081,0.990128496,0.288444583,6.240389809,4.532311074,6.729429749,7.64663295,8.382982477,123.0629745,115.3902064,123.9403189,139.8170139
7/1/2017,56,2.604211728,15.54070636,22.3527171,51.32726302,47.47975861,98.80702164,0.407510158,2.79270294,3.070291345,2.43141842,3.405360793,4.000652659,108.2206059,112.2083314,116.0842999,132.596547,13.63156987,46.45378059,54.00333366,32.84893227,39.48977171,79.30271286,99.2145318,56,-0.096162029,0.922950621,1.04366,3.081489998,6.733456017,1.418258189,1.308149009,1.630779889,0.980578273,0.29540282,6.218039014,4.508581111,6.721884744,7.666713235,8.351207329,123.9642057,115.8426954,124.4662704,140.4818209
8/1/2017,57,2.567475895,15.14954897,22.6830268,51.67623647,47.58986175,99.26609823,-0.316164804,1.630608723,2.429069169,2.732838737,2.849744373,3.589392514,108.3810307,112.4606739,116.4078377,133.2639003,13.67335594,46.14913924,53.78095108,32.71543102,39.35681563,78.86457026,98.94993342,57,-0.093819697,0.94975696,1.09264,3.097915115,6.717431418,1.450188325,1.315437632,1.615227556,0.996508631,0.331562535,6.20183872,4.479731444,6.705356357,7.649461459,8.328054474,124.5927723,116.1523538,124.8641421,141.0471502
9/1/2017,58,2.472145307,15.82690289,21.94279039,51.60366663,47.27148778,98.8751544,-0.013117055,2.37220268,3.040607605,3.134819608,3.383788828,3.978001266,108.5497401,112.7298558,116.6557628,133.6787457,13.69167263,46.09978006,53.78190791,32.60806377,39.24999299,78.70784383,98.86203735,58,-0.091387445,0.960629183,1.10264,3.10376809,6.702499124,1.502168951,1.341204438,1.634699556,1.015833823,0.339092634,6.198381637,4.451000444,6.694291082,7.62405437,8.335396101,125.2272612,116.5050699,125.3549649,141.8003534
10/1/2017,57.68187092,2.352638123,15.43016067,22.17283703,51.83466834,47.06999646,98.9046648,0.397924186,2.668843187,2.984813291,3.204047714,3.433749368,4.216150893,108.8180317,113.0535021,116.9828819,134.1297552,13.80324667,46.67477788,54.41748823,32.56482367,39.20729696,79.23960154,99.30258899,57.68187092,-0.088839783,0.974139943,1.11264,3.111190805,6.685062194,1.567422329,1.357477537,1.630692926,1.02650348,0.340388028,6.199581456,4.425719074,6.682131045,7.586744106,8.334452583,125.8755235,116.8768964,125.8265402,142.460728
11/1/2017,57.05804786,2.287538882,15.169165,22.090884,51.03158207,47.32733775,98.35891983,0.723100806,1.108414646,2.323517287,3.641729665,2.741345774,3.461596372,109.0307405,113.3281438,117.3255948,134.7466156,13.77233126,46.78864244,54.5848036,32.38870991,39.03172673,79.17735235,99.08202063,57.05804786,-0.08662976,0.999843352,1.15264,3.128881427,6.677614328,1.622736996,1.371999228,1.626895815,1.038422673,0.348494622,6.191003057,4.394727185,6.664695978,7.5527327,8.340930037,126.5344955,117.1357075,126.2295065,143.1373045
12/1/2017,56.35383122,2.16048798,14.62516588,22.01494049,51.69437849,47.38196321,99.07634171,-0.457221276,1.700699738,2.335287328,3.154213222,2.859136682,3.762967778,109.2362818,113.5914059,117.6605284,135.354545,13.83306744,46.75135674,54.54097989,32.3617217,39.0052815,79.11307844,98.61912043,56.35383122,-0.084546391,1.050992568,1.254981,3.160978066,6.668704161,1.672667985,1.365983443,1.571444259,1.038457182,0.362452703,6.171395186,4.361355741,6.638541857,7.51440253,8.329088993,127.1798719,117.4581742,126.7101115,143.917952
1/1/2018,54.76679929,1.69098304,14.38334178,21.93325209,51.36212952,46.68287188,98.0450014,0.971654042,2.107959772,2.477679832,3.513891614,3.086944236,4.140162923,109.4374496,113.8376282,117.9258855,135.7547681,14.06655696,46.93628222,54.64571225,32.69016126,39.44734839,79.62644349,99.01665544,54.76679929,-0.076930093,1.094060873,1.344981,3.190158695,6.663993233,1.71981517,1.394435102,1.565891519,1.062891836,0.380663194,6.137979404,4.321272,6.601008425,7.469456691,8.329475538,127.8224209,117.7713086,127.0902089,144.4244571
2/1/2018,54.50361182,1.739476143,15.19201045,22.10390895,52.28483441,48.26293687,100.5477713,-1.12268744,1.935240329,2.437904853,3.493001974,3.134313646,4.338848271,109.6168368,114.0823765,118.1811828,136.168945,14.21187028,47.09166005,54.80781575,32.92417506,39.694906,80.01583511,99.42508383,54.50361182,-0.059357271,1.122640281,1.388629,3.195174469,6.62660685,1.750125666,1.414787345,1.57035263,1.085648774,0.409379446,6.118507858,4.286391,6.577036506,7.437165708,8.32324542,128.4131611,118.0245134,127.3602794,144.7257652
3/1/2018,54.76184709,1.697422502,15.05220106,21.57516249,52.41994147,47.02374848,99.44368995,0.390172639,1.794489745,2.531008471,3.335144245,3.157752749,4.235054374,109.7944411,114.3199904,118.461283,136.6636495,14.27318301,47.14897228,55.01004216,33.07328315,39.82756036,80.22225543,99.83386258,54.76184709,-0.041338603,1.14959254,1.422117,3.164852728,6.495317434,1.79873173,1.438139578,1.575506852,1.105798203,0.424025702,6.109028502,4.25238,6.558248514,7.400995233,8.324573044,128.9738064,118.31164,127.6496867,145.0186233
4/1/2018,56.33952487,1.800839627,14.97908576,21.86926573,52.41415309,46.60015898,99.01431207,1.408088959,1.834945843,2.14946035,2.834609188,3.006209634,4.48563955,109.9871539,114.5354861,118.7615981,137.1893962,14.1757778,46.95715058,54.90064069,33.29448495,40.06430888,80.25163553,100.422401,56.33952487,-0.002068231,1.179601663,1.452117,3.172889944,6.463614118,1.827780555,1.440990318,1.546053296,1.113780997,0.442918257,6.10390785,4.218295148,6.544479532,7.370991527,8.307610457,129.5205749,118.4057354,127.8087849,145.3007368
5/1/2018,57.04209077,1.821300271,14.86207262,22.19458666,52.1930542,46.45830128,98.65135548,1.883384574,1.830791162,2.163091567,2.666726583,3.022412599,4.502258092,110.1714921,114.7700694,119.0491257,137.6932391,14.14928109,46.876418,54.90051958,33.37277986,40.12615097,80.24919786,100.5347401,57.04209077,0.032238724,1.212619102,1.486117,3.191292938,6.448634213,1.830326883,1.447100479,1.553233407,1.125860227,0.468571144,6.096885938,4.186732037,6.529404909,7.340844686,8.307883289,130.0975419,118.6226567,128.0526172,145.5949525
6/1/2018,57.66756457,1.841867919,15.44373619,22.20551225,53.11634119,47.01666225,100.1330034,0.691221816,1.934621546,2.130024149,2.583783884,2.987315055,4.460363733,110.3656014,115.0087565,119.3326856,138.1644351,14.46250896,46.97684419,54.99409256,33.47818831,40.24710704,80.4550325,100.8242253,57.66756457,0.067936711,1.268923091,1.577117,3.221723675,6.433102687,1.836214133,1.43435607,1.515418296,1.130486033,0.50897373,6.082581711,4.156746815,6.509814025,7.311367002,8.287491346,129.9559457,118.6141774,128.133373,145.8446359
7/1/2018,58.31136919,1.861258727,15.55255402,22.59100847,52.68738241,47.74316588,100.4305483,0.713593539,2.027124921,2.181309521,2.71471847,3.017199748,4.451681575,110.5812323,115.2544717,119.5867951,138.4993231,14.3753986,47.00644703,54.99897193,33.57070356,40.32317037,80.57715059,101.1441418,58.31136919,0.107540414,1.329412389,1.677117,3.257312129,6.425119963,1.840556732,1.429353713,1.504769148,1.150513898,0.580271427,6.064106621,4.126400667,6.494607438,7.302325042,8.259698356,129.2879553,118.3859533,128.0643847,146.0780892
8/1/2018,58.7110916,1.882966318,15.16339412,22.94739116,53.06002722,47.89077431,100.9508015,0.164154825,2.022362365,2.200056588,2.701832392,3.013384826,4.403293098,110.7654748,115.4991728,119.9156539,139.1319004,14.39621149,46.80473069,54.86843866,33.55932491,40.32734026,80.3640556,101.1149564,58.7110916,0.154349289,1.372115274,1.727117,3.282452178,6.416585567,1.840044706,1.431849729,1.513842704,1.160450094,0.605906238,6.053568697,4.101025333,6.481018012,7.283033311,8.254687998,128.6164746,118.1687143,128.0058064,146.3214485
9/1/2018,58.96215472,1.90571771,15.83884045,22.14143707,53.07404926,47.49888207,100.5729313,0.40549579,2.045554502,2.215225719,2.675359174,3.056214101,4.490828471,110.9543619,115.7457843,120.2210126,139.6820289,14.45670683,46.75824378,54.84364465,33.44305167,40.194616,80.20129545,100.9784271,58.96215472,0.201416257,1.430318163,1.818117,3.314173198,6.40023926,1.832966762,1.415286621,1.475800148,1.154352848,0.621603699,6.041897859,4.078682,6.468059639,7.26767657,8.247103506,127.9344434,117.9737006,127.9653082,146.5755479
10/1/2018,58.65870408,1.896153244,15.28651816,22.42452966,53.28716044,47.20374635,100.4909068,0.37257115,2.009291362,2.141771912,2.602265058,3.009381192,4.487971083,111.1486657,115.9954539,120.5033428,140.1494598,14.47804495,46.9767943,55.0989832,33.21188313,39.9789969,80.18867743,100.8634779,58.65870408,0.239170634,1.490116807,1.918117,3.359298895,6.417431654,1.843401805,1.392635941,1.412406074,1.125803243,0.581293509,6.025118591,4.061756593,6.458658441,7.272148178,8.236217451,127.2915979,117.7648499,127.9159557,146.8310044
11/1/2018,58.91683948,1.946017438,15.02318098,22.31821895,52.52624545,47.41776931,99.94401475,0.692126423,1.990193269,2.120308452,2.573836779,2.995562285,4.482859192,111.3425285,116.2450252,120.8401561,140.7871166,14.47422631,47.01465675,55.21126225,33.10581862,39.85648227,80.12047536,100.6361412,58.91683948,0.278648594,1.52895991,1.968117,3.382615091,6.411852091,1.828731632,1.3868869,1.410807852,1.121105065,0.579006539,6.018942784,4.043687815,6.453893923,7.270025469,8.241516391,126.5369708,117.5248163,127.8436839,147.0802059
12/1/2018,59.33070644,2.021807957,14.48666965,22.18666157,53.20067762,47.45339638,100.654074,-0.228457745,1.966274779,2.101471895,2.556742849,3.00412512,4.533761845,111.5318516,116.495646,121.1951979,141.4911978,14.65789661,47.02710245,55.25303435,33.21485743,39.98107142,80.24195988,100.4256163,59.33070644,0.32542492,1.588721121,2.058117,3.417719036,6.402767845,1.835773372,1.371177362,1.370770074,1.112202199,0.584246281,6.008005991,4.026861593,6.447098412,7.270975586,8.228836247,125.8243479,117.3299776,127.796671,147.3170732
