Date,BrentPrice,CPI__USA_M_FGI,D_EU_LIQUIDS,D_NA_LIQUIDS,D_NONOECD_LIQUIDS,D_OECD_LIQUIDS,D_WOR_LIQUIDS,INVCHANGE_WOR_LIQUIDS,IP__EUN_M_FGI,IP__OECD_M_FGI,IP__USA_M_FGI,IP__WOR_M_FGI,IP__XOECD_M_FGI,IP_OECD_M_FGI,IP_USA_M_FGI,IP_WOR_M_FGI,IP_XOECD_M_FGI,P_NA_CRUDE,P_NONOPEC_CRUDE,P_NONOPEC_LIQUIDS,P_OPEC_CRUDE,P_OPEC_LIQUIDS,P_WOR_CRUDE,P_WOR_LIQUIDS,POILBNT_WOR_M_FGI,RMSHORT_EUN_M_FGI,RMSHORT_OECD_M_FGI,RMSHORT_USA_M_FGI,RMSHORT_WOR_M_FGI,RMSHORT_XOECD_M_FGI,RMSPREAD_EUN_M_FGI,RMSPREAD_OECD_M_FGI,RMSPREAD_USA_M_FGI,RMSPREAD_WOR_M_FGI,RMSPREAD_XOECD_M_FGI,RU_OECD_M_FGI,RU_USA_M_FGI,RU_WOR_M_FGI,RU_XOECD_M_FGI,RU_EUN_M_FGI,RX_EUN_M_FGI,RX_OECD_M_FGI,RX_WOR_M_FGI,RX_XOECD_M_FGI
1/1/2000,25.22,2.792956891,15.74305785,21.07299129,28.10587441,48.02181102,76.37474995,-1.148483864,2.72972252,4.384431244,4.830395623,4.564540268,5.54208471,97.88906583,100.3417484,85.46019748,51.94116387,7.878168444,39.02348661,43.75400923,26.23909371,29.33188414,65.26258032,75.47333061,25.22,4.437147035,4.288397338,5.32,5.448889475,11.42874779,1.790457402,1.585383266,1.34,1.684810833,2.368625638,6.737228483,4,7.588528058,10.1486341,9.825523084,123.9080019,112.1342236,107.8062543,91.20425671
2/1/2000,27.63,3.21797207,16.76229359,21.78978597,28.47080957,49.95372399,78.36922321,-2.410709295,5.229883168,5.063940077,4.577344011,5.476160685,7.766167204,98.48311282,100.6311658,85.978842,52.25645868,7.951886772,38.85518172,43.58926881,26.81221358,29.90703327,65.66739529,75.90320357,27.63,4.653877833,4.441038106,5.55,5.580827402,11.25609013,1.548370287,1.346601411,0.97,1.439622476,2.059451995,6.76439496,4.1,7.606155283,10.13060142,9.804171927,127.5194951,114.1725534,109.4916308,91.617754
3/1/2000,27.47,3.762135922,16.57765944,21.2557036,27.89325788,48.87263747,76.76589535,-0.880077367,5.151807641,5.064345994,4.80816021,5.324125394,6.706233421,99.02178198,101.0342487,86.54432273,52.90024722,7.935282232,38.93076679,43.6464027,26.84151346,29.93836241,65.77228025,75.94346314,27.47,4.785986174,4.498547784,5.69,5.579737414,10.93645453,1.180042389,1.08158118,0.57,1.169902191,1.754787344,6.693707037,4,7.52242391,10.01063289,9.773739959,129.7525089,114.3908857,109.6689713,91.64933344
4/1/2000,22.54,3.013863773,15.60265625,20.90463825,27.54026218,46.84242611,74.38268829,2.203703881,5.591351975,6.128706589,5.302800692,6.106763872,6.002941535,99.75415554,101.7705808,86.9959635,52.58373986,7.949118733,38.76307767,43.43369418,27.46152483,30.56040304,66.2246025,76.42159217,22.54,4.896583849,4.535369859,5.66,5.605383174,10.87149077,0.935308445,0.916377215,0.33,1.004286312,1.583618609,6.226125862,3.8,7.689415598,12.06892873,9.602036185,131.6515569,114.7959498,110.0962075,92.14731554
5/1/2000,27.4,3.13253012,15.75950934,21.70221861,27.79036006,48.05896726,75.84932732,1.067810335,6.768709384,5.929875391,4.729039551,6.327631768,8.454843812,100.3580504,101.9584314,87.76912027,53.82769185,7.989118012,38.56378001,43.21036437,28.02873301,31.12964048,66.59251302,76.91716992,27.4,5.211453038,4.756311245,5.79,5.751692885,10.60607917,0.759532433,0.944119185,0.65,1.083557069,1.9937466,6.235150651,4,7.682834625,12.01705305,9.602389414,137.7506733,117.3263836,112.3200684,93.2816407
6/1/2000,29.68,3.734939759,16.06609082,22.19216535,28.09930935,48.29955676,76.39886611,0.148732192,4.802389694,5.759945446,4.995534047,6.229885566,8.711542433,100.4159252,102.0515077,87.93427138,54.28913478,7.975150388,38.72499021,43.38363819,27.5179913,30.62092802,66.24298151,76.68066497,29.68,5.298937908,4.769415924,5.69,5.760664175,10.62919224,0.488444732,0.694194601,0.41,0.844010153,1.829486415,6.210597445,4,7.672480831,12.0500884,9.535063015,132.7355367,115.4533277,110.9435634,93.64219211
7/1/2000,28.51,3.599280144,15.72671339,21.8384029,28.27413181,47.71741865,75.99155046,1.142189202,4.63522002,5.132873347,4.194069578,5.698796449,8.716040028,100.4780708,101.9104605,87.99571019,54.34914654,7.851410619,38.93357413,43.54845823,27.81589387,30.92085985,66.749468,77.23222353,28.51,5.373252392,4.893889513,5.96,5.8140351,10.26828772,0.479651246,0.552938255,0.09,0.675849468,1.471642606,6.176657499,4,7.506381513,11.48857266,9.494556548,133.8011035,116.0193734,111.4906192,94.11513598
8/1/2000,29.89,3.351286655,16.75476764,22.70307729,28.34164652,50.01515047,78.35679698,-0.994615642,5.051001536,5.323441228,3.438542496,5.916778758,9.044848844,100.8166512,101.5860202,88.40182687,54.94568552,7.86713914,38.82801592,43.37768309,28.31475739,31.42175263,67.14277331,77.5092136,29.89,5.542040985,5.049251327,6.09,5.950927667,10.27402339,0.316183205,0.357662743,-0.26,0.476474415,1.24054856,6.222127314,4.1,7.515057597,11.38684349,9.458858351,138.2842738,117.3608342,112.5730853,94.29508908
9/1/2000,32.62,3.456495828,16.61798984,22.10149997,28.39233403,49.2448242,77.63715823,0.120139429,4.203849309,4.534180142,4.275365385,5.095966465,8.032632615,100.5081234,102.0023694,88.19039358,55.00108537,7.88013835,38.89272393,43.43927993,28.46937396,31.57839847,67.36209789,77.70283099,32.62,5.621092253,5.046962263,6,5.966828463,10.3168689,0.314479174,0.353805743,-0.2,0.455113185,1.104159687,6.161313706,3.9,7.429372754,11.2259687,9.418002488,143.4500047,118.6819594,113.771491,95.05630923
10/1/2000,30.93,3.450327186,16.70637794,22.07843647,28.09533629,48.83066943,76.92600572,1.606708286,3.640498168,4.012620689,2.617194946,4.662059047,8.07994031,100.7270988,101.6967141,88.38380687,55.12575145,7.893332555,38.8559624,43.40796381,29.10672864,32.2177824,67.96269104,78.35197207,30.93,5.761916423,5.203924615,6.11,6.125992652,10.47694234,0.110584272,0.174034323,-0.37,0.280067993,0.958416004,6.093120666,3.9,7.300017904,10.91305413,9.310964006,145.5033403,119.8209398,114.8948423,96.10548167
11/1/2000,32.52,3.444180523,16.68572438,21.6660561,28.41653753,48.92317925,77.33971678,2.255071667,4.276587513,3.577058668,2.147744714,4.153832269,7.165599753,101.0296718,101.7143317,88.70599854,55.50731553,7.972338062,39.49639956,44.08052426,29.28116925,32.39222301,68.77756881,78.99382178,32.52,5.791088273,5.305155276,6.17,6.268797367,10.80721415,0.037958974,0.026868092,-0.45,0.127393527,0.76987785,6.063272446,3.9,7.257077183,10.82878972,9.257077313,145.8424906,120.1681043,115.367176,96.99080652
12/1/2000,25.28,3.436018957,16.41510838,22.99329123,28.73051358,50.68780402,79.4183176,-2.378582942,5.203412433,3.458733637,1.094727223,3.883877181,6.086467906,101.1831625,101.4383929,88.84471111,55.60672626,8.011583023,39.7469875,44.0713193,27.38836785,30.49942161,67.13535535,76.95550885,25.28,5.648376111,5.104202922,5.77,6.073782672,10.6452606,-0.064396318,-0.058035259,-0.53,0.06737607,0.869569566,6.087292403,3.9,7.23721154,10.67462178,9.205430155,139.8071866,119.0210239,114.5353788,97.24613555
1/1/2001,25.64,3.721204962,16.39729334,22.08958564,28.50148026,49.50541701,78.00689727,-1.064577764,4.152300754,1.946252743,0.4274119,2.401486463,4.766266114,99.79423446,100.770621,87.51251255,54.41681797,7.927787319,39.23154608,43.56655139,28.00059282,31.12460022,67.2321389,77.09702918,25.64,5.500898053,4.797470263,5.15,5.738889511,10.15529525,-0.175163509,0.102788091,0.01,0.214004715,0.925723032,6.158318111,4.2,7.309079286,10.18655283,9.146471234,134.6590925,118.4923354,114.1487566,97.3523969
2/1/2001,27.41,3.529411765,16.41253385,21.65407667,28.68403973,49.07436433,77.75840406,-0.861747162,3.095986093,1.345824564,-0.474063606,2.396983208,7.795601577,99.80852274,100.1541101,88.0397404,56.330164,7.940504411,39.23671079,43.8803133,27.44161562,30.56562303,66.67832641,76.88397833,27.41,5.476859065,4.631737966,4.88,5.623305739,10.2655924,-0.148832499,0.224375479,0.22,0.258441827,0.476090608,6.206989284,4.2,7.260451131,9.8918438,9.130176631,137.022099,119.1816991,114.7690012,97.72564395
3/1/2001,24.4,2.98245614,16.36095462,21.90661713,28.31160292,48.7631865,77.07478941,0.924868971,2.147755616,0.128819922,-1.126490704,0.852394313,4.541246663,99.14934177,99.89610727,87.28202161,55.30257793,8.062967081,39.43156238,44.20040579,28.1261135,31.2501209,67.55767588,77.90169064,24.4,5.382072186,4.343062732,4.42,5.375077176,10.19807478,-0.132939733,0.383681723,0.47,0.466271641,0.992819584,6.195638817,4.3,7.439940366,10.24659473,9.09887396,138.6711034,120.9634853,116.3450167,98.57383674
4/1/2001,25.55,3.21825629,15.84388435,21.62211948,28.51089442,47.50204694,76.01294136,1.055208035,0.30729815,-1.316887985,-2.071077805,-0.369156636,4.537885594,98.44050505,99.66283286,86.67481212,54.96992982,7.946585759,39.15490448,43.8551598,27.67730379,30.81371197,66.83220827,77.08604939,25.55,5.316629292,4.06996297,3.87,5.191446115,10.45227249,0.079423613,0.825963887,1.27,0.770319777,0.41430206,6.201957263,4.4,7.527373816,10.51435493,9.081946736,140.9722114,122.283215,117.6403147,99.7629075
5/1/2001,28.45,3.563084112,15.95970221,21.49662588,28.80876212,47.78797302,76.59673513,0.148219839,-0.300731917,-2.241478158,-2.902910509,-1.441395386,2.625095371,98.10854663,98.99866939,86.50402022,55.2407201,7.970924558,38.79397069,43.58721434,27.45148306,30.59107726,66.24545375,76.74518078,28.45,5.24711452,3.865831339,3.62,5.008231319,10.37316378,0.341822237,1.172938141,1.77,1.053555547,0.28758198,6.193176284,4.3,7.500654313,10.44419584,9.090352307,143.3127949,122.3748314,117.9048803,100.6131533
6/1/2001,27.72,3.193960511,16.05511576,21.67700256,29.06410788,47.52522544,76.58933332,-1.188540219,0.468675172,-2.71866941,-3.589033745,-2.018222044,1.510201195,97.6859482,98.38884464,86.15956254,55.10900994,7.844438886,38.74122756,43.56185058,25.88845067,29.02804487,64.62967823,75.3029931,27.72,5.092810563,3.704192486,3.49,4.935498386,10.70279818,0.4576134,1.182125558,1.79,0.975937141,-0.343998993,6.265927908,4.5,7.469097865,10.17516414,9.079669409,146.5766241,123.3682408,118.8806756,101.5121603
7/1/2001,24.54,2.721482339,16.51885762,22.07287506,28.31966582,48.54578739,76.86545321,0.517997895,-1.416590465,-3.782735039,-4.011293022,-2.961849873,1.185128125,96.67725165,97.82253332,85.38940936,54.99325356,7.859437142,39.5014861,44.34870645,26.97495686,30.11749399,66.47644296,77.23396724,24.54,5.047545115,3.710743435,3.51,4.958026591,10.81667602,0.47546097,1.18551339,1.73,1.04333733,0.129142556,6.303812879,4.6,7.390948478,9.83375718,9.088427911,145.5208924,123.6010618,119.1528692,101.9148889
8/1/2001,25.67,2.721482339,16.62859373,22.3797569,28.37311598,49.28993828,77.66305426,0.122961192,0.43347354,-3.562868243,-3.882124821,-2.866361109,0.618527708,97.22468671,97.64232406,85.86791128,55.28553981,7.86425505,39.25964834,44.1209295,27.65726229,30.79979942,66.91691063,77.72601545,25.67,4.899807913,3.53158244,3.36,4.870358213,11.19680967,0.430708444,1.148271431,1.61,1.011499701,0.123065266,6.372801569,4.9,7.432980128,9.813113291,9.09488175,140.0780785,121.4398565,117.3835677,101.5324095
9/1/2001,25.54,2.592165899,16.98437376,21.07604491,28.38723732,48.05081943,76.43805676,0.949750891,-0.926682322,-4.18174748,-4.610318332,-3.56935693,-0.525458046,96.30512746,97.29973543,85.04256366,54.71207774,7.769193861,39.45929968,44.34825157,27.23721264,30.39133162,66.69651232,77.51137431,25.54,4.565611826,3.139046028,2.64,4.52164807,11.07386213,0.768342148,1.445933917,2.09,1.271923103,0.14185622,6.45322931,5,7.53954975,9.976336365,9.119262069,138.5008988,120.7931649,117.0852389,102.4662766
10/1/2001,20.48,2.127659574,16.73532299,21.83128665,28.6449221,48.43661449,77.0815366,0.075265222,-1.977090565,-4.957349015,-4.752850322,-4.166129181,-0.196403204,95.73370496,96.86322147,84.7016233,55.01748271,7.898929931,39.41583163,44.35192171,27.08132707,30.23838898,66.49715869,77.32686633,20.48,4.199748657,2.786351251,2.16,4.198198034,10.86455234,0.906850364,1.658724052,2.41,1.479566165,0.319986079,6.589522909,5.3,7.651975463,10.03305688,9.148251655,139.2049272,121.4484871,117.7847616,103.3141542
11/1/2001,18.94,1.894374282,17.05469577,21.46374372,28.88531949,48.86896618,77.75428568,-0.240361526,-3.418921311,-5.789093295,-5.268935121,-4.950634561,-0.744382522,95.18096982,96.35506956,84.31448872,55.09412877,8.08361482,40.01075147,44.95267408,27.01391614,30.17097806,67.02466762,77.77532415,18.94,3.948671648,2.555463519,1.87,4.130036051,11.53021017,0.973559831,1.881794312,2.78,1.493510005,-1.006324405,6.684022637,5.5,7.664463446,9.860322806,9.213462776,141.5423652,122.1741914,118.2951545,103.0564373
12/1/2001,18.6,1.603665521,16.57272242,20.84844668,29.17540716,48.49496794,77.6703751,-0.655030853,-3.500898091,-5.705122172,-4.967613213,-5.089261452,-2.044293482,95.41053948,96.3993259,84.32317148,54.46996158,8.099772897,40.5108127,45.36176538,26.21602323,29.37308514,66.72683593,77.21521522,18.6,3.889136286,2.441465301,1.69,3.916407398,10.88695325,1.294267147,2.279822088,3.4,1.799292439,-1.268138667,6.784306833,5.7,7.68890222,9.713860603,9.246802485,140.8844732,122.6647708,118.6584891,102.9663434
1/1/2002,19.48,1.195899772,16.55795961,21.3845318,28.94898753,49.04376161,77.99274915,-1.677307671,-2.678073881,-4.157827261,-3.794422111,-2.977877803,3.045685515,95.64496257,96.94695828,84.90649687,56.07418311,8.05242196,40.64301703,45.57153609,25.23097753,28.42498587,65.87399456,76.49628019,19.48,3.842974774,2.428927424,1.65,3.753664354,10.07310342,1.387581583,2.308211662,3.39,1.960371863,-0.29525395,6.772077485,5.7,7.821339961,10.17002044,9.345383399,142.0937546,123.8059743,119.93111,104.6906053
2/1/2002,20.29,1.136363636,16.63492512,21.56438507,29.29916591,49.2272535,78.52641941,-2.16570804,-2.711317426,-3.794171326,-3.180917462,-3.468993467,-1.825492767,96.02161639,96.96829048,84.98564756,55.30186093,8.146599883,40.68793267,45.6770163,25.32224289,28.52666545,66.01017556,76.65188994,20.29,3.841403939,2.494511872,1.73,3.851410536,10.37999504,1.440250032,2.211042653,3.18,1.861329482,-0.428646853,6.753731266,5.7,7.719250516,9.879442395,9.389640694,144.0559625,124.5019848,120.8300444,106.3119219
3/1/2002,23.69,1.36286201,16.10770291,21.71062195,28.83151674,48.15589971,76.98741646,-0.782567249,-1.564744543,-2.450295617,-2.146593021,-1.929690199,0.684055517,96.71988979,97.75174441,85.597749,55.68087827,8.125836098,40.3171711,45.28713683,25.41925089,28.62367345,65.73642198,76.34988147,23.69,3.87488598,2.534149732,1.79,3.918582188,10.60304228,1.638353728,2.408171515,3.49,2.024203438,-0.502088136,6.749039528,5.7,7.725389338,9.908530204,9.383484785,143.2075673,123.8289538,120.3716874,106.6419151
4/1/2002,25.65,1.64399093,16.0564693,21.57199989,29.14430279,47.89450243,77.03880522,-1.289186807,-0.190522951,-1.509604784,-1.519709582,-0.61453877,3.947556149,96.95444248,98.14824724,86.1421618,57.13989866,8.166797043,40.96329073,45.98503422,24.10881287,27.31323542,65.07210359,75.87101841,25.65,3.895027188,2.471621312,1.72,3.918278177,10.91742344,1.603454186,2.447366995,3.49,2.079940674,-0.347625175,6.810410622,5.9,7.984542999,10.60779153,9.376338551,141.4915693,123.1946582,119.8838723,106.6981154
5/1/2002,25.43,1.240834743,15.52609762,21.77378761,29.35846781,47.58861241,76.94708022,-0.672307384,-0.6172215,-0.307821038,-0.426563808,0.375411774,3.843178145,97.80654788,98.5763769,86.82876649,57.36371938,8.1238246,40.60724151,45.66539888,24.75295988,27.95738244,65.36020139,76.40167606,25.43,3.915387155,2.515545765,1.73,3.897223738,10.65993102,1.589243811,2.342649139,3.43,2.081210306,0.334513122,6.824366583,5.8,7.962034443,10.50200722,9.41500575,137.4309353,121.2327985,118.4713241,107.3606893
6/1/2002,24.13,1.069217783,16.18614185,21.93526683,29.48307249,47.78572431,77.26879679,-0.843354989,-1.340723144,0.013141205,1.1412459,0.602188232,3.58281801,97.69878531,99.5117033,86.67840528,57.08346547,8.105857428,40.84008072,45.79402874,24.72331986,27.92774242,65.56340059,76.5730418,24.13,3.889918025,2.534107305,1.7,3.914356199,10.70494434,1.448986345,2.173809315,3.23,1.875515627,-0.126701321,6.849835462,5.8,7.936520002,10.36090201,9.459241853,132.5202833,119.2209259,117.0839483,108.3928346
7/1/2002,25.77,1.465614431,16.70114008,22.22214874,29.0492287,48.97247043,78.02169913,-1.205315057,0.303064765,1.220416159,1.490689699,1.878999093,5.23760418,97.85711645,99.28076375,86.99387559,57.87358251,8.067875173,40.7483258,45.69340793,25.12738025,28.32138859,65.87570605,76.88554536,25.77,3.81010965,2.505121104,1.68,3.959178108,11.13120213,1.368549139,2.03098036,2.97,1.666779076,-0.783048597,6.82746551,5.8,7.780764475,9.905978685,9.456002251,127.6705068,116.9324009,115.4138893,109.1863571
8/1/2002,26.63,1.74746336,16.01448724,22.35523109,29.19425219,48.60982941,77.8040816,-0.742654392,-1.487788534,0.882572058,1.71104418,1.468638019,4.44850129,98.08276463,99.31302736,87.12900008,57.74491776,8.084524062,40.72287558,45.6993896,25.23510964,28.42911797,65.95798522,77.03510463,26.63,3.743862308,2.439264039,1.62,3.763020041,10.22222607,1.160175806,1.827866554,2.64,1.62949458,0.308356846,6.837423712,5.7,7.771334221,9.851744712,9.477526958,129.4860161,117.7947786,116.2957747,110.145653
9/1/2002,28.34,1.516002246,16.67713007,21.51432841,29.11754525,48.38437767,77.50192292,-0.664763906,-0.004582732,1.98905553,2.21652605,2.698976356,6.325828509,98.22068992,99.45640941,87.33784234,58.17306995,7.655601696,40.38898059,45.1978994,25.70237,28.88596412,66.09135059,76.97075901,28.34,3.696428313,2.446225194,1.63,3.709697508,9.907810994,0.989060159,1.573045664,2.24,1.432921873,0.495030881,6.823549257,5.7,7.800404138,9.974793961,9.477702369,128.8139061,117.8684049,116.5544819,111.1537503
10/1/2002,27.55,2.027027027,16.85242954,21.81103222,29.55802157,48.74308898,78.30111055,0.425008602,0.502199111,2.434849242,2.33641071,3.099537184,6.505258271,98.06467635,99.12634415,87.32698161,58.59651205,7.730637361,41.16361396,46.16316368,26.72911333,29.90750033,67.89272729,78.93728044,27.55,3.627094869,2.424347642,1.58,3.682342348,9.860521755,1.123564788,1.675851584,2.36,1.478765072,0.157411213,6.827899661,5.7,7.82313314,10.03686477,9.477028087,128.7194377,118.3940044,117.250113,112.5440166
11/1/2002,24.5,2.253521127,16.45094988,22.12655959,29.7174688,49.15804253,78.87551133,-0.443710903,1.618724879,3.327827212,3.399515803,3.909629097,6.894133351,98.34842804,99.63067537,87.6108725,58.89239148,8.011010844,41.22303307,46.23823211,26.53409823,29.70727812,67.7571313,78.70730042,24.5,3.485249659,2.234065926,1.23,3.47005979,9.518045725,1.236692037,1.868880168,2.82,1.605702944,-0.150104279,6.869342548,5.9,7.841772374,10.00290754,9.447489153,126.5055027,117.3210197,116.2030303,111.6033089
12/1/2002,28.52,2.480270575,16.35665318,22.18854828,30.10713581,50.06684156,80.17397738,-3.673661655,-0.191839492,2.382829487,2.849244367,3.088832824,6.708572967,97.68400995,99.14597826,86.92777328,58.12411869,8.09485846,41.34630686,46.26652437,25.01541802,28.01539586,66.36172488,76.78612217,28.52,3.329538156,2.153678325,1.19,3.402820532,9.533301733,1.226237905,1.849316326,2.84,1.535268119,-0.564741833,6.90542594,6,7.937121563,10.22780822,9.414180441,124.404704,116.4742599,115.4708336,111.3428776
1/1/2003,31.29,2.757456387,16.32581027,22.12452181,30.16086235,49.53455786,79.6954202,-1.728134428,0.974782411,2.895548569,2.857233563,3.642483632,7.520722803,98.41440892,99.71695931,87.99920212,60.29136699,8.066216618,41.14108117,46.11185911,26.0567087,29.43337801,67.19778987,78.02576965,31.29,3.209629731,2.139764165,1.17,3.428904574,9.784243363,1.177128268,1.772887545,2.88,1.405480389,-1.042071572,6.916853879,5.8,8.032439465,10.30486958,9.504590282,119.8761285,114.3281677,113.6521043,110.8874662
2/1/2003,32.65,3.146067416,17.3011278,22.48923692,30.55765626,51.05853306,81.61618932,-2.14742996,0.895639441,2.538979113,3.161528426,3.704363901,9.781421665,98.45958517,100.0339705,88.13382521,60.71116913,8.034238635,41.39418008,46.47379761,27.3613842,30.73805351,68.75556428,79.66525936,32.65,3.056485153,2.100109201,1.17,3.339494716,9.417012366,1.130491452,1.673754287,2.73,1.358360542,-0.73387818,6.921289793,5.9,8.037263832,10.30813906,9.500644523,118.6303807,113.9787823,113.4536603,111.3228545
3/1/2003,30.34,3.025210084,16.15606414,21.67425103,29.80279376,48.34282359,78.14561735,0.90159096,-0.053716342,1.801341282,2.102156877,3.023266871,9.407490224,98.46214509,99.80663942,88.18559738,60.91905144,8.079288713,41.29884759,46.33247247,27.0739126,30.45058191,68.37276019,79.2743696,30.34,2.905089145,2.043064085,1.13,3.310298092,9.477943463,1.328905152,1.72121084,2.68,1.350137265,-1.087678549,6.957228708,5.9,8.061416968,10.30623744,9.472237753,118.7927095,113.9779627,113.3564763,110.8219222
4/1/2003,25.02,2.175125488,16.37569678,21.80284676,29.68614344,48.5486577,78.23480114,0.596510361,0.090323255,1.002360512,0.959785465,1.958054983,6.934064757,97.92627553,99.09025985,87.82887269,61.10201624,7.991799985,40.98345184,45.94235319,26.54273987,29.91821675,67.52619171,78.52027817,25.02,2.907628381,2.016368387,1.13,3.300168624,9.49332412,1.458867855,1.815102701,2.83,1.424868389,-1.119689514,6.994765016,6,8.1393718,10.46465781,9.444510315,118.4871262,113.8697006,113.0143495,109.5106329
5/1/2003,25.81,1.894150418,16.13825982,21.3985395,29.76137544,47.92720408,77.68857953,0.902524812,-1.538864286,-0.156415521,0.541329681,0.896079094,6.384464691,97.65356326,99.11000008,87.60682092,61.02608579,7.996548708,40.79425202,45.5702013,26.8849077,30.26038458,67.67915972,78.72600756,25.81,2.787466485,1.887097414,1.07,3.112760225,9.108187906,1.283973166,1.618609807,2.5,1.260566759,-1.112661056,7.034947823,6.1,8.176781518,10.4946638,9.461969812,111.675468,110.413814,109.9715804,108.194879
6/1/2003,27.55,1.948775056,16.27330066,21.84709185,30.0007046,47.99369646,77.99440106,0.020260837,-0.5221509,0.088013115,-0.257882315,1.346933321,7.93991557,97.78477305,99.25508021,87.8459056,61.61584444,8.117944355,40.84387729,45.57718066,26.4470494,29.82252628,67.29092669,78.29319523,27.55,2.626864654,1.749137767,0.92,2.966765379,8.854033824,1.280344007,1.58751671,2.41,1.231206537,-1.097509399,7.112925083,6.3,8.187638929,10.36771325,9.49647288,110.6716004,110.0761852,109.6218109,107.7939324
7/1/2003,28.4,2.055555556,16.66909933,22.20219387,30.56069588,48.98984,79.55053588,-0.306201192,0.787328931,0.702809214,0.393709626,1.855284282,7.865940415,98.54486528,99.67164167,88.60785929,62.42588402,8.046295827,41.31366726,46.23905692,26.77455963,30.19604143,68.08822689,79.39527017,28.4,2.565247935,1.688700288,0.9,2.907756801,8.7582366,1.649612852,2.102479091,3.08,1.674856663,-1.094882261,7.085614711,6.2,8.116873658,10.20739071,9.499922977,113.4837818,111.2617678,110.5720569,107.7679997
8/1/2003,29.83,2.216066482,15.79246458,22.87396046,30.40356911,48.76730617,79.17087528,-0.002669914,-0.653944616,-0.135330663,0.171624286,1.250604208,8.509064887,97.95002857,99.48347264,88.21863902,62.65847029,8.040781671,41.01172196,45.93375151,27.12490635,30.54638815,68.1366283,79.41646343,29.83,2.577401949,1.70529071,0.95,2.875835894,8.501377953,1.809859384,2.409779265,3.5,1.970008281,-0.882251971,7.054729798,6.1,8.085483114,10.17370322,9.455086809,115.7956202,112.2750378,111.5115208,108.4038925
9/1/2003,27.1,2.378318584,17.23847501,22.23266196,30.49910553,49.71773567,80.2168412,-0.367214036,-0.692683299,0.54691857,0.655841966,1.89810433,8.953786607,98.75787712,100.1086863,88.99560571,63.3817625,8.055630006,41.28930521,46.21107638,27.3126563,30.7341381,68.60196151,80.04972716,27.1,2.617094035,1.720553881,0.94,2.910870262,8.632699277,1.822474595,2.297271767,3.33,1.847166179,-1.072053413,7.074868689,6.1,8.09358974,10.15629172,9.435685906,114.8808184,111.3072444,110.6501441,107.9801758
10/1/2003,29.59,2.041942605,17.07519397,22.43839768,31.08293566,49.44466234,80.527598,0.480581007,1.396181951,1.722705052,1.117337576,3.027295495,9.808882165,99.75404149,100.23392,89.97062739,64.34417487,8.086333765,41.720652,46.77483769,28.04750422,31.50348615,69.76815621,81.2485661,29.59,2.655238103,1.742175946,0.92,2.822940654,8.030782636,1.909835355,2.35169678,3.37,1.971320115,-0.499051109,7.029892728,6,7.942537653,9.789536929,9.447710449,110.3125446,108.6475941,108.3575006,107.2124086
11/1/2003,28.77,1.928374656,16.32363941,22.18210191,31.14568549,48.87464165,80.02032714,1.372047,0.409820721,1.434396785,1.434448495,2.602958146,8.668587329,99.75913473,101.0598261,89.89134685,63.99752986,8.036761621,41.7864932,46.93881927,28.42845353,31.88443547,70.21494674,81.55887414,28.77,2.71900648,1.784245999,0.93,2.806219931,7.676587622,2.000607289,2.387449638,3.37,2.049134996,-0.124521808,6.977770684,5.8,7.837464422,9.576531703,9.438061729,110.14201,108.4831241,108.2563999,107.3753471
12/1/2003,29.88,2.03520352,16.84342755,22.88821874,31.50622448,51.13134262,82.6375671,-1.460781627,2.185698104,2.500771365,1.857650095,4.138940647,12.68114323,100.1268637,100.9877636,90.52566222,65.49492144,8.130125821,42.19585839,47.2569542,28.3013394,31.75732134,70.49719779,81.66297902,29.88,2.712055745,1.803125302,0.9,2.763863303,7.352471008,1.911683131,2.31063304,3.37,2.030283765,0.224274198,6.886903187,5.7,7.784499582,9.599536299,9.452906215,105.1950158,106.2486904,106.3684145,106.9434737
1/1/2004,31.18,2.026286966,16.14233064,22.86902961,32.1970488,50.10958217,82.30663097,-0.035361568,1.081799054,2.013268478,1.475460609,2.886124395,7.315307329,100.3957552,101.1882438,90.53896856,64.70186577,8.058482806,41.94467921,47.14164817,28.89353015,32.57215731,70.83820936,82.33710812,31.18,2.689186037,1.747270586,0.88,2.768974331,7.499809,1.833020448,2.275484799,3.27,1.988238153,0.158689062,6.917617974,5.7,7.927665004,9.969377812,9.493362315,102.3019446,104.6138232,104.9655279,106.5238335
2/1/2004,30.87,1.688453159,16.84940791,23.02602931,32.57864056,50.99370295,83.5723435,-1.652560643,1.514269846,2.415909912,1.768591429,3.967732836,11.91249105,100.8382801,101.8031628,91.63073993,67.94338172,8.120853205,41.78598526,47.0086489,28.70749655,32.38612371,70.49348181,82.04164493,30.87,2.699835144,1.769597384,0.93,2.789560215,7.47706828,1.794567499,2.189650785,3.15,1.91581327,0.186418548,6.906694015,5.6,7.880359171,9.84799676,9.454712165,101.7070125,104.4249538,104.852374,106.7323
