,actual_brent_price,forecast_brent_price,CPI__USA_M_FGI,D_EU_LIQUIDS,D_NA_LIQUIDS,D_NONOECD_LIQUIDS,D_OECD_LIQUIDS,D_WOR_LIQUIDS,INVCHANGE_WOR_LIQUIDS,IP__EUN_M_FGI,IP__OECD_M_FGI,IP__USA_M_FGI,IP__WOR_M_FGI,IP__XOECD_M_FGI,IP_OECD_M_FGI,IP_USA_M_FGI,IP_WOR_M_FGI,IP_XOECD_M_FGI,P_NA_CRUDE,P_NONOPEC_CRUDE,P_NONOPEC_LIQUIDS,P_OPEC_CRUDE,P_OPEC_LIQUIDS,P_WOR_CRUDE,P_WOR_LIQUIDS,POILBNT_WOR_M_FGI,RMSHORT_EUN_M_FGI,RMSHORT_OECD_M_FGI,RMSHORT_USA_M_FGI,RMSHORT_WOR_M_FGI,RMSHORT_XOECD_M_FGI,RMSPREAD_EUN_M_FGI,RMSPREAD_OECD_M_FGI,RMSPREAD_USA_M_FGI,RMSPREAD_WOR_M_FGI,RMSPREAD_XOECD_M_FGI,RU_OECD_M_FGI,RU_USA_M_FGI,RU_WOR_M_FGI,RU_XOECD_M_FGI,RU_EUN_M_FGI,RX_EUN_M_FGI,RX_OECD_M_FGI,RX_WOR_M_FGI,RX_XOECD_M_FGI
22,18.94,21.80653314471245,1.8943742819999998,17.05469577,21.46374372,28.88531949,48.86896618,77.75428568,-0.24036152599999985,-3.4189213109999983,-5.789093295,-5.268935121,-4.950634560999999,-0.7443825219999995,95.18096982,96.35506956,84.31448872000001,55.094128770000005,8.08361482,40.01075147,44.95267408,27.013916139999996,30.17097806,67.02466762,77.77532415,18.94,3.9486716480000004,2.555463519,1.87,4.130036051,11.53021017,0.973559831,1.8817943119999998,2.78,1.493510005,-1.006324405,6.684022637000002,5.5,7.664463446,9.860322806000001,9.213462776,141.54236519999998,122.17419140000001,118.2951545,103.0564373
23,18.6,20.242881485223773,1.603665521,16.57272242,20.84844668,29.17540716,48.49496794,77.67037509999999,-0.655030853,-3.5008980909999985,-5.705122172,-4.967613213,-5.089261452,-2.044293481999999,95.41053948,96.39932590000002,84.32317148,54.46996158,8.099772897000001,40.5108127,45.36176538,26.21602323,29.373085140000004,66.72683593,77.21521522,18.6,3.889136286,2.4414653009999996,1.69,3.916407398,10.88695325,1.294267147,2.279822088,3.4,1.7992924390000002,-1.268138667,6.784306832999999,5.7,7.68890222,9.713860602999999,9.246802485,140.88447319999997,122.66477079999999,118.65848909999998,102.9663434
24,19.48,21.683951665163043,1.1958997720000002,16.55795961,21.3845318,28.94898753,49.04376161,77.99274915,-1.6773076709999997,-2.6780738810000013,-4.1578272609999996,-3.7944221110000007,-2.9778778029999997,3.0456855150000006,95.64496257,96.94695828,84.90649687,56.07418311,8.05242196,40.64301703,45.57153609,25.23097753,28.424985869999997,65.87399456,76.49628019,19.48,3.8429747740000004,2.4289274240000003,1.65,3.7536643539999996,10.07310342,1.3875815830000002,2.3082116619999997,3.39,1.9603718630000002,-0.2952539499999999,6.772077485,5.7,7.8213399610000005,10.17002044,9.345383399,142.09375459999998,123.8059743,119.93111,104.6906053
25,20.29,22.78788609981537,1.136363636,16.63492512,21.56438507,29.29916591,49.227253499999996,78.52641941,-2.16570804,-2.7113174259999995,-3.794171326,-3.180917461999999,-3.4689934669999993,-1.8254927670000007,96.02161639,96.96829048000001,84.98564756,55.30186093,8.146599883,40.68793267,45.67701629999999,25.32224289,28.52666545,66.01017556,76.65188994,20.29,3.8414039389999997,2.494511872,1.73,3.8514105360000004,10.37999504,1.4402500319999998,2.2110426530000002,3.18,1.861329482,-0.42864685300000005,6.753731266,5.7,7.719250516000001,9.879442395,9.389640694,144.0559625,124.5019848,120.83004440000002,106.3119219
26,23.69,25.33217765450478,1.36286201,16.10770291,21.71062195,28.831516740000005,48.15589971,76.98741646,-0.7825672490000002,-1.564744543000001,-2.450295616999999,-2.1465930209999993,-1.9296901989999995,0.6840555170000002,96.71988979,97.75174441,85.597749,55.68087827000001,8.125836097999999,40.3171711,45.28713683,25.41925089,28.623673450000002,65.73642198,76.34988147,23.69,3.87488598,2.534149732,1.7900000000000003,3.9185821880000002,10.60304228,1.638353728,2.408171515,3.49,2.0242034380000002,-0.5020881359999999,6.749039528,5.7,7.725389337999999,9.908530204,9.383484785,143.20756730000002,123.8289538,120.37168740000001,106.64191509999998
27,25.65,26.891469072103504,1.6439909299999997,16.0564693,21.57199989,29.14430279,47.89450243,77.03880522,-1.289186807,-0.19052295100000052,-1.509604784000001,-1.519709581999999,-0.6145387700000008,3.947556149000001,96.95444248,98.14824724000002,86.1421618,57.13989866,8.166797042999999,40.96329073,45.98503422,24.108812869999998,27.31323542,65.07210359,75.87101841,25.65,3.8950271880000003,2.471621312,1.72,3.918278177,10.91742344,1.6034541859999998,2.447366995,3.49,2.079940674,-0.3476251749999999,6.810410622000001,5.9,7.9845429989999985,10.60779153,9.376338551,141.4915693,123.19465819999999,119.8838723,106.6981154
28,25.43,26.008248853683476,1.2408347430000002,15.526097619999998,21.77378761,29.358467809999997,47.58861241,76.94708022,-0.6723073839999998,-0.617221500000001,-0.30782103800000044,-0.4265638079999993,0.3754117739999993,3.8431781449999995,97.80654788,98.57637690000001,86.82876649,57.36371938,8.1238246,40.60724151,45.66539888,24.752959879999995,27.95738244,65.36020139,76.40167606,25.43,3.9153871549999995,2.515545765,1.73,3.897223738,10.659931020000002,1.589243811,2.342649139,3.43,2.081210306,0.33451312200000005,6.824366583000001,5.8,7.962034442999999,10.50200722,9.41500575,137.43093530000002,121.23279850000002,118.47132409999999,107.36068929999999
29,24.13,24.679910373687747,1.069217783,16.18614185,21.93526683,29.48307249,47.78572431,77.26879679,-0.8433549890000002,-1.340723144,0.013141204999999021,1.141245899999999,0.6021882320000006,3.5828180100000013,97.69878531,99.51170329999998,86.67840528,57.08346547000001,8.105857428,40.84008072,45.79402874,24.72331986,27.927742419999998,65.56340059,76.5730418,24.13,3.889918025,2.534107305,1.7000000000000002,3.914356199,10.70494434,1.4489863449999998,2.173809315,3.23,1.875515627,-0.12670132099999998,6.849835462000001,5.8,7.936520002000001,10.36090201,9.459241853,132.5202833,119.22092590000001,117.08394830000002,108.39283459999999
30,25.77,25.974511567354206,1.4656144309999997,16.70114008,22.22214874,29.0492287,48.97247043,78.02169913,-1.205315057,0.3030647650000003,1.2204161589999991,1.4906896989999998,1.8789990930000016,5.237604180000001,97.85711645,99.28076375,86.99387559,57.87358251,8.067875173,40.748325799999996,45.69340793,25.12738025,28.32138859,65.87570605,76.88554536,25.77,3.81010965,2.505121104,1.68,3.9591781080000006,11.13120213,1.368549139,2.03098036,2.97,1.6667790759999999,-0.7830485970000002,6.82746551,5.8,7.780764475,9.905978685,9.456002251000001,127.6705068,116.9324009,115.4138893,109.1863571
31,26.63,25.203768872022632,1.74746336,16.01448724,22.35523109,29.19425219,48.60982941,77.8040816,-0.7426543919999998,-1.4877885340000008,0.8825720579999992,1.7110441799999996,1.4686380190000008,4.44850129,98.08276462999999,99.31302736,87.12900008,57.74491776,8.084524062,40.72287558,45.6993896,25.23510964,28.42911797,65.95798522,77.03510463,26.63,3.7438623079999998,2.439264039,1.62,3.7630200410000003,10.22222607,1.1601758059999998,1.827866554,2.64,1.6294945800000002,0.30835684600000024,6.8374237120000005,5.7,7.771334221000001,9.851744712,9.477526958,129.48601609999997,117.79477859999999,116.2957747,110.145653
32,28.34,24.543461755514148,1.516002246,16.67713007,21.51432841,29.11754525,48.38437767,77.50192292,-0.6647639060000001,-0.0045827320000013634,1.9890555300000001,2.216526050000001,2.698976356,6.325828509,98.22068992,99.45640941,87.33784234,58.17306994999999,7.655601696000001,40.38898059,45.1978994,25.702370000000005,28.88596412,66.09135059,76.97075901,28.34,3.696428313,2.446225194,1.63,3.709697508,9.907810994,0.9890601589999999,1.5730456640000001,2.24,1.4329218730000002,0.49503088100000003,6.823549257000001,5.7,7.800404137999999,9.974793961,9.477702369,128.8139061,117.86840490000002,116.55448190000001,111.1537503
33,27.55,29.508313618898395,2.027027027,16.85242954,21.81103222,29.55802157,48.74308898,78.30111055,0.4250086020000002,0.5021991109999996,2.4348492419999994,2.336410709999999,3.099537183999998,6.505258271000002,98.06467635,99.12634415,87.32698161,58.596512049999994,7.730637361,41.16361396,46.16316368,26.72911333,29.90750033,67.89272729,78.93728044,27.55,3.627094868999999,2.424347642,1.58,3.6823423479999997,9.860521755,1.1235647879999997,1.675851584,2.36,1.4787650719999996,0.15741121300000013,6.827899661,5.7,7.823133140000001,10.03686477,9.477028087,128.71943770000001,118.3940044,117.25011299999998,112.54401659999999
34,24.5,28.773167624473576,2.2535211270000004,16.45094988,22.12655959,29.717468800000002,49.15804253,78.87551133,-0.4437109029999998,1.6187248790000004,3.327827212,3.399515803,3.9096290970000003,6.894133351,98.34842804,99.63067537,87.6108725,58.89239148,8.011010844,41.22303307,46.23823211,26.53409823,29.707278120000005,67.7571313,78.70730042,24.5,3.485249659,2.234065926,1.23,3.47005979,9.518045725,1.236692037,1.868880168,2.8199999999999994,1.6057029440000001,-0.15010427900000003,6.869342548,5.9,7.841772374,10.00290754,9.447489152999998,126.5055027,117.3210197,116.20303030000001,111.60330890000002
35,28.52,26.380940358638767,2.4802705750000005,16.35665318,22.18854828,30.10713581,50.06684156,80.17397738,-3.673661655,-0.19183949200000117,2.382829486999998,2.849244366999999,3.0888328240000007,6.708572967,97.68400995,99.14597826,86.92777328,58.12411869,8.09485846,41.34630686,46.26652437,25.01541802,28.01539586,66.36172488,76.78612217,28.52,3.3295381560000004,2.153678325,1.19,3.402820532,9.533301733,1.2262379049999999,1.8493163259999998,2.84,1.5352681190000002,-0.5647418329999998,6.905425939999999,6.0,7.937121563,10.22780822,9.414180441000001,124.40470400000001,116.47425990000002,115.4708336,111.34287759999998
36,31.29,29.305843842029574,2.757456387,16.32581027,22.12452181,30.16086235,49.53455786,79.6954202,-1.7281344280000002,0.9747824110000008,2.8955485690000007,2.857233563000001,3.642483632,7.520722802999999,98.41440892,99.71695931,87.99920212,60.29136699,8.066216618,41.14108117,46.11185911,26.0567087,29.43337801,67.19778987,78.02576965,31.29,3.209629731,2.139764165,1.17,3.4289045739999997,9.784243363,1.1771282679999997,1.772887545,2.88,1.405480389,-1.042071572,6.916853879,5.8,8.032439465,10.30486958,9.504590282,119.8761285,114.32816770000001,113.6521043,110.8874662
37,32.65,33.47695597529412,3.146067416,17.301127800000003,22.48923692,30.55765626,51.05853306,81.61618932,-2.14742996,0.8956394410000007,2.538979113,3.161528426,3.7043639010000016,9.781421665,98.45958517,100.03397049999998,88.13382521,60.71116913,8.034238635,41.39418008,46.47379761,27.3613842,30.738053510000004,68.75556428,79.66525936,32.65,3.056485153,2.100109201,1.17,3.3394947160000004,9.417012366,1.130491452,1.673754287,2.73,1.3583605419999998,-0.7338781800000002,6.921289792999999,5.9,8.037263832,10.30813906,9.500644523,118.6303807,113.97878229999999,113.4536603,111.32285449999999
38,30.34,29.57965884447098,3.025210084,16.15606414,21.67425103,29.80279376,48.34282359,78.14561735,0.9015909599999997,-0.0537163420000004,1.801341282000001,2.1021568770000005,3.023266871000001,9.407490224,98.46214509,99.80663942,88.18559738,60.91905143999999,8.079288713,41.29884759,46.33247247,27.0739126,30.45058191,68.37276019,79.2743696,30.339999999999996,2.905089145,2.043064085,1.13,3.310298092,9.477943462999999,1.328905152,1.7212108399999997,2.68,1.350137265,-1.087678549,6.957228708,5.9,8.061416968,10.30623744,9.472237753,118.7927095,113.9779627,113.3564763,110.8219222
